y_true,y_pred,y_text,content,category
2,3,"Đáp án: 3. Người bình luận muốn chọn thông số cho sản phẩm.
Giải thích: Bình luận yêu cầu có áo khoác với dây kéo loại dây mà không phải dạng non bự, đây là yêu cầu chọn thông số cho sản phẩm.",Co ao khoác day kéo loai day ma non bự ko c oi,clothing
0,0,"Đáp án: 0.
Giải thích: Bình luận không cung cấp bất kỳ thông tin nào liên quan đến việc mua bán sản phẩm hoặc cần hỗ trợ gì từ người bán. Do đó, không thể xác định được bất kỳ hành động nào của người bình luận và phải chọn đáp án 0.","..,,,",clothing
2,3,"Đáp án: 3. Người bình luận đưa ra câu hỏi về giá của sản phẩm, do đó đây là trường hợp muốn chọn thông số cho sản phẩm.",Giá bn vậy shop,clothing
3,3,"Đáp án: 3. Người bình luận muốn chọn thông số cho sản phẩm.
Giải thích: Bình luận ""Áo Tú mặc đen, vàng"" không nhắc tên riêng, không thắc mắc, không liên quan đến đơn hàng hay việc nhận sản phẩm, mà chỉ đưa ra thông tin về màu sắc của sản phẩm. Do đó, đáp án chính xác là người bình luận muốn chọn thông số cho sản phẩm.","Áo Tú mặc đen, vàng",clothing
2,2,Đáp án: 2. Bình luận này cho thấy người đăng đang có thắc mắc về việc không thể xem sản phẩm sau. Có thể do lỗi kết nối hoặc do trục trặc trong quá trình xem sản phẩm.,Cho m xem lại nha.. vô sau k xem đc,clothing
2,3,"Đáp án: 3. Người bình luận muốn chọn thông số cho sản phẩm.
Giải thích: Bình luận yêu cầu thông tin về số lượng màu sắc của sản phẩm, vì vậy đây là trường hợp muốn chọn thông số cho sản phẩm.",Áo chị mặc có mấy màu,clothing
0,0,"Xin lỗi, như vậy là không đủ thông tin để phân tích bình luận. Bạn vui lòng cung cấp lại bình luận cụ thể để tôi có thể giúp bạn.",....,clothing
2,3,Đáp án: 3. Người bình luận muốn hỏi xem sản phẩm có thêm màu sắc khác không. Điều này liên quan đến việc chọn thông số cho sản phẩm.,Co mau khác ko shop,clothing
3,3,Đáp án: 3. Người bình luận đang muốn chọn thông số cho sản phẩm bằng cách nêu rõ màu sắc và số lượng mặc của sản phẩm đó.,"Áo Tú mặc 2 cái: 1 vàng , 1 đen",clothing
0,0,Đáp án là 0 vì bình luận không cung cấp đủ thông tin để phân tích và xác định loại bình luận.,.....,clothing
3,3,"Đáp án: 3. Bình luận này muốn chọn thông số cho sản phẩm, nói rõ về sản phẩm là áo, giá tiền là 99 và màu sắc là đen.",Áo 99 màu đen,clothing
3,0,Không phân tích được ý nghĩa của bình luận. Bình luận này không liên quan đến sản phẩm bán hàng nên không thể phân loại vào các nhãn đã cho.,Tú chị chị xem mả 1 cảm và vang,clothing
0,0,Đáp án: 0. Không phân tích được vì không có thông tin cụ thể trong bình luận để đưa ra nhận xét.,...,clothing
0,0,"Đáp án: 0.
Giải thích: Bình luận ""Ok"" không cung cấp đủ thông tin để xác định được ý định hoặc mục đích của người bình luận, vì vậy không thể phân loại vào bất kỳ một nhãn nào trong các lựa chọn được đưa ra.",Ok,clothing
3,2,"Không phân tích được. ""2.0"" không có đủ thông tin để xác định ý nghĩa của bình luận, có thể là một con số bất kỳ hoặc chỉ là một cách để bày tỏ cảm xúc của người bình luận mà không liên quan đến sản phẩm hoặc chủ đề của buổi livestream.",2.0,clothing
0,0,"Đáp án: 0. Không phân tích được ý nghĩa của bình luận "".,,,"" vì đó chỉ là một dãy ký tự không có nghĩa rõ ràng.",".,,,",clothing
