y_true,y_pred,y_text,content,category
3,3,Đáp án: 3. Người bình luận đang chọn màu trắng cho sản phẩm và yêu cầu dồn giá vào giá 15 đồng.,15 trắng dồn,others
3,3,"Đáp án: 3.
Giải thích: Bình luận ""15 trắng"" có thêm từ ""trắng"" nên có thể hiểu là đang chọn thông số màu sắc cho sản phẩm. Số ""15"" có thể là kích cỡ hoặc giá bán của sản phẩm nhưng không thể biết chính xác được, vì vậy chỉ có thể chắc chắn là đang chọn màu sắc.",15 trang,others
3,3,Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm bằng cách đề cập đến mã số 13 và màu đen.,Mã 13 dồn đen,others
3,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm khi đưa ra mã sản phẩm và màu sắc mong muốn là ""Mã 15 đen"".",Mã 15 đen,others
3,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm khi sử dụng mã ""15 den"". ""15"" có thể là mã sản phẩm hoặc mã giảm giá, còn ""den"" là từ mô tả màu sắc sản phẩm, có thể là đen. Từ ""chọn"" trong bình luận cho thấy người bình luận đang tham gia quá trình lựa chọn sản phẩm để mua.",15 den,others
3,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm, cụ thể là yêu cầu sản phẩm là ""somi chuột"".",Somi chuột,others
3,3,"Đáp án: 3. Người bình luận muốn chọn thông số cho sản phẩm bằng cách chỉ ra màu sắc mong muốn là ""Trắng"".",Trắng,others
3,0,Error occurred,Mã 16,others
0,6,"Đáp án: 6.
Giải thích:
Bình luận ""Bài thích anh rồi suri hạ linh"" có thể hiểu là người bình luận thích sản phẩm được giới thiệu trong livestream. Từ ""thích"" trong bình luận cho thấy người bình luận có ấn tượng tốt về sản phẩm và có thể quan tâm đến việc mua sản phẩm. Do đó, đáp án là 6 - người bình luận thích sản phẩm.",Bài thích anh rồi  suri hạ linh,others
2,4,"Đáp án: 4.
Giải thích:
Bình luận ""Mã 14 còn k c"" cho thấy rằng người bình luận đã quyết định chốt đơn hàng và muốn mua sản phẩm với mã số là 14. Từ ""còn"" trong bình luận cho thấy người bình luận muốn xác nhận lại rằng sản phẩm với mã số 14 vẫn còn hàng. Do đó, đáp án là 4 - người bình luận đã chốt đơn hàng.",Mã 14 còn k c,others
3,3,"Đáp án: 3.
Giải thích:
Bình luận ""18 dồn"" có thể hiểu là người bình luận đang quan tâm đến thông số sản phẩm. Tuy nhiên, không rõ ràng là người bình luận đang hỏi về thông số cụ thể nào của sản phẩm. Do đó, đáp án là 3 - người bình luận đang quan tâm đến thông số sản phẩm.",18 dồn,others
3,3,"Đáp án: 3.
Giải thích: Bình luận ""Sét vằn"" không cung cấp đủ thông tin để xác định đây là một câu hỏi, một lời chia sẻ hay đánh giá sản phẩm, hoặc một yêu cầu hủy đơn hàng. Tuy nhiên, từ ""Sét vằn"" có thể suy ra đây có thể là một thông số, mô tả hoặc tên gọi của sản phẩm đang được bán trên livestream. Do đó, đáp án là 3 - Chọn thông số cho sản phẩm.",Sét vằn,others
3,3,"Đáp án: 3. Bình luận ""18.0"" có thể là việc chọn thông số cho sản phẩm, có thể là giá hoặc kích cỡ sản phẩm. Việc đưa ra con số này cho thấy người bình luận quan tâm đến thông số sản phẩm và có thể muốn hỏi thêm về nó hoặc đưa ra lời nhận xét về giá hoặc kích cỡ sản phẩm.",18.0,others
3,0,"Đáp án: 0. Bình luận ""Ma18"" không đủ thông tin để phân tích ý nghĩa và mục đích của người bình luận.",Ma18,others
3,3,"Đáp án: 3.
Giải thích: Bình luận ""Ma 18"" có thể liên quan đến thông số của sản phẩm, có thể là mã sản phẩm và số 18 có thể là kích thước hoặc một thông số khác liên quan đến sản phẩm. Vì vậy, đáp án 3 - chọn thông số cho sản phẩm là phù hợp nhất trong trường hợp này.",Ma 18,others
3,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm, có thể là giá hoặc kích cỡ sản phẩm. Số ""19.0"" có thể là giá của sản phẩm hoặc kích cỡ của sản phẩm. Tuy nhiên, vì không có đầy đủ thông tin về bình luận hoặc sản phẩm, nên không thể xác định chính xác là thông số nào đang được chọn.",19.0,others
2,2,"Đáp án: 2.
Giải thích: Bình luận này đặt câu hỏi về sản phẩm ""M14 croptop"" và hỏi xem sản phẩm còn không.",M14 croptop còn k c,others
3,3,"Đáp án: 3.
Giải thích: Bình luận này đề cập đến ""Set 185"", cho thấy người bình luận đang quan tâm đến thông số của một sản phẩm cụ thể. Cụ thể hơn, ""Set 185"" có thể là mã hoặc số hiệu của một bộ sản phẩm (set) bán trên livestream. Vì vậy, đáp án 3 (chọn thông số cho sản phẩm) là phù hợp nhất trong trường hợp này.",Set 185,others
2,2,Đáp án: 2. Bình luận này là một câu hỏi về việc sản phẩm quần mà người bán đang mặc có bán hay không.,Quần chị đang mặc có bán k,others
3,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm, cụ thể là set mã 19.",Set mã 19,others
2,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm bằng cách yêu cầu tìm kiếm ""Mã 14 croptop Hồng"" và hỏi xem sản phẩm còn không.",Mã 14 croptop Hồng còn k c,others
0,0,"Đáp án: 0.
Giải thích: Bình luận không có nội dung cụ thể hoặc rõ ràng về sản phẩm hoặc hành động mua bán nên không thể phân tích được theo các nhãn đã cho.",14 chôt chuea c,others
3,3,"Đáp án: 3.
Giải thích: Bình luận chỉ ghi số 20.0 mà không có bất kỳ từ nào khác, do đó không phải là câu hỏi, không đề cập đến việc mua hoặc hủy đơn hàng, cũng không có ý kiến về sản phẩm. Số 20.0 có thể là giá của sản phẩm hoặc các thông số kỹ thuật khác của sản phẩm được đề cập trong livestream. Vì vậy, đáp án 3 là phù hợp nhất với trường hợp này.",20.0,others
2,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm ""M14 croptop Hồng"", đặc biệt là kích cỡ của sản phẩm. ""còn k c"" có thể hiểu là ""còn không"" hoặc ""còn không có sẵn"". Tuy nhiên, không rõ người bình luận đang hỏi hay đang chia sẻ thông tin.",M14 croptop Hồng còn k c,others
2,2,Đáp án: 2. Người bình luận đang đặt câu hỏi về việc có bán túi màu hồng phía sau không.,Túi hồng sau có bán k c thương,others
3,0,"Đáp án: 0. Không phân tích được ý nghĩa của bình luận ""ma 20"".",ma 20,others
3,0,"Đáp án: 0.
Giải thích: Bình luận ""21 dồn"" không có đủ thông tin để xác định ý nghĩa cụ thể của nó trong ngữ cảnh livestream bán hàng others, vì vậy không thể phân loại vào bất kỳ nhóm nào trong các đáp án đã cho.",21 dồn,others
3,4,"Đáp án: 4. Bình luận này cho thấy người bình luận đã chốt đơn hàng và đang thông báo cho người bán hàng biết rằng đơn hàng của họ có mã là ""M22"" và đã được đồng ý mua.",M22 dồn đơn,others
2,3,Đáp án: 3. Người bình luận đang yêu cầu người bán kiểm tra lại kích thước (kt đơn c) của sản phẩm với mục đích lựa chọn thông số phù hợp cho sản phẩm.,Kt đơn c với,others
0,0,Đáp án: 0. Bình luận này là một phản hồi đơn giản và không chứa đựng bất kỳ thông tin hay yêu cầu gì liên quan đến sản phẩm hoặc đơn hàng.,Ok chị,others
3,3,Đáp án: 3. Bình luận này đang chọn thông số cho sản phẩm bằng cách yêu cầu mã số 23 với màu sắc xanh đen.,Mã 23 xanh đen,others
3,3,"Đáp án: 3. Người bình luận đang yêu cầu bán hàng xả hàng với mục đích mua được sản phẩm vay đen trước. Tuy nhiên, việc sử dụng cụm từ ""xả giúp"" có thể ám chỉ rằng họ muốn mua sản phẩm với giá rẻ hơn so với giá gốc. Cụ thể, họ muốn mua sản phẩm với giá giảm giá hoặc giá khuyến mại nếu có.",Xả giúp c vay đen trước nhé,others
3,3,Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm bằng cách chỉ ra màu và mã sản phẩm.,Xanh 23,others
3,3,"Đáp án: 3.
Bình luận ""24.0"" có thể là người dùng muốn chọn kích thước hoặc thông số của sản phẩm. Vì vậy, đây là một trường hợp khi người dùng đưa ra yêu cầu cụ thể về thông số của sản phẩm.",24.0,others
3,3,"Đáp án: 3.
Giải thích: Bình luận ""25.0"" có thể là việc chọn thông số kích cỡ cho sản phẩm mặc hàng others trong livestream bán hàng. Cụ thể, người bình luận có thể đang yêu cầu hoặc chọn kích cỡ sản phẩm là 25.0.",25.0,others
3,3,"Đáp án: 3. Người bình luận đang chọn mã số 25 để mua sản phẩm. ""Mã 25"" có thể là cách để người bán xác nhận thông tin sản phẩm đang bán hoặc cách để người mua xác định sản phẩm mình muốn mua.",Mã 25,others
0,0,"Đáp án: 0. Không phân tích được.
Bình luận ""Zh"" không cung cấp đủ thông tin để xác định ý nghĩa của nó trong ngữ cảnh livestream bán hàng others.",Zh,others
0,5,"Đáp án: 5.
Giải thích: ""X"" không phải là câu hỏi hoặc thông tin về sản phẩm, cũng không phải là thông tin về đơn hàng hay muốn hủy đơn hàng. Thay vào đó, ""X"" có thể là một cách thể hiện sự không hài lòng với sản phẩm hoặc một cách biểu đạt sự phản đối đối với điều gì đó. Vì vậy, đáp án sẽ là 5 - không thích sản phẩm.",X,others
3,3,"Đáp án: 3. Bình luận ""Mau đen"" có thể được phân loại vào nhãn 3 vì người bình luận đang chọn thông số cho sản phẩm, đó là màu sắc của sản phẩm.",Mau đen,others
3,3,"Đáp án: 3.
Giải thích: Bình luận ""Mã 26"" có thể là người xem đang hỏi về mã sản phẩm của sản phẩm mà người bán đang giới thiệu. Đây là việc chọn thông số cho sản phẩm.",Mã 26,others
3,3,Đáp án: 3. Người bình luận đang chọn kích cỡ sản phẩm và muốn mua size 28.,28 dồn,others
3,3,"Đáp án: 3.
Giải thích: Bình luận ""28.0"" có thể liên quan đến việc chọn thông số kích thước hoặc giá của sản phẩm. Khi mua đồ trực tuyến, thông số này thường được liệt kê trong thông tin sản phẩm, và khách hàng có thể chọn kích thước và giá phù hợp với nhu cầu của mình. Bằng cách bình luận số 28.0, người dùng có thể muốn thể hiện rằng họ quan tâm đến sản phẩm với thông số kích thước hoặc giá là 28.0.",28.0,others
3,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm, có thể là giá hoặc kích thước.",30.0,others
3,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm khi ghi ""Mã 30"". Có thể đó là mã sản phẩm hoặc mã khuyến mãi mà người bình luận đang quan tâm đến.",Mã 30,others
3,3,"Đáp án: 3.
Người bình luận đang chọn thông số sản phẩm bằng cách đề cập đến ""mã 32"" và từ ""dồn"" có thể cho thấy họ đang muốn mua nhiều sản phẩm cùng loại để được giảm giá hoặc có ưu đãi khác từ người bán.",Mã 32 dồn,others
2,3,"Đáp án: 3.
Giải thích: Bình luận này có thể là yêu cầu chọn màu sắc hoặc kiểu dáng sản phẩm bằng cách chỉ định một số đặc điểm của sản phẩm ""Đen len giấy"".",Đen len giấy,others
3,3,Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm bằng cách ghi mã số 33 và màu sắc đen.,33 den,others
3,3,"Đáp án: 3. Bình luận này chọn thông số sản phẩm là ""Nu"" và mã sản phẩm là ""33"".",Nu 33,others
3,3,"Đáp án: 3. Bình luận này đang chọn thông số cho sản phẩm, đó là màu sắc (đen) và kích thước (33).",33 đen,others
3,3,Đáp án: 3. Bình luận này cho thấy người dùng đang quan tâm đến thông số của sản phẩm và muốn biết rõ hơn về màu sắc của sản phẩm.,2 màu,others
3,3,"Đáp án: 3. Bình luận ""33 nu"" cho thấy người bình luận đang chọn thông số cho sản phẩm. ""33"" có thể là mã sản phẩm hoặc size, còn ""nu"" có thể là chọn màu sắc hoặc kích cỡ phù hợp với giới tính nữ.",33 nu,others
3,3,"Đáp án: 3. Bình luận này đang chọn thông số cho sản phẩm bằng cách yêu cầu sản phẩm có size ""33nu"" (nữ, size 33).",33nu,others
3,3,"Đáp án: 3.
Giải thích: Bình luận ""Ma 34"" có thể là khách hàng muốn chọn size hoặc thông số sản phẩm. ""Ma"" có thể là mã sản phẩm và ""34"" có thể là size. Do đó, đáp án phù hợp nhất là 3 - Chọn thông số cho sản phẩm.",Ma 34,others
3,3,"Đáp án: 3. Bình luận này có chứa thông số của sản phẩm là size ""35"" và loại áo ""Dồm"".",35Dồm,others
3,3,"Đáp án: 3.
Giải thích: Bình luận ""35.0"" có thể là người dùng đang chọn thông số kích cỡ hoặc giá tiền của sản phẩm. Chữ ""35.0"" có thể ám chỉ kích cỡ hoặc giá tiền của sản phẩm. Vì vậy, đáp án sẽ là 3, tương ứng với việc chọn thông số cho sản phẩm.",35.0,others
3,3,"Đáp án: 3.
Giải thích: Bình luận ""35Dồn"" có thêm chữ ""Dồn"" phía sau số 35, có thể cho thấy đó là một thông số kích cỡ hoặc chiều dài của sản phẩm. Việc bình luận chỉ đưa ra thông số kỹ thuật của sản phẩm chứ không nhắc tên riêng, đặt câu hỏi hay thể hiện cảm xúc về sản phẩm, vì vậy đáp án là 3 - chọn thông số cho sản phẩm.",35Dồn,others
3,3,"Đáp án: 3.
Giải thích: Bình luận ""35 dồn"" có thêm từ ""dồn"" sau con số 35, có thể cho thấy người bình luận đang muốn yêu cầu bên bán hàng tính giá hoặc chọn gói combo cho các sản phẩm, hoặc tính chiết khấu cho đơn hàng với giá trị lớn hơn 35. Điều này cho thấy người bình luận đang muốn chọn thông số hoặc yêu cầu đặc biệt cho sản phẩm mà bên bán đang giới thiệu.",35 dồn,others
3,0,"Đáp án: 0.
Giải thích: Bình luận ""35 dồm"" không có đầy đủ thông tin và không rõ ràng để có thể xác định chính xác ý định của người bình luận. ""35 dồm"" có thể là một từ viết tắt hoặc lỗi chính tả của từ ""35 dồn"" hoặc có thể là một tin nhắn không liên quan đến sản phẩm, vì vậy không thể phân loại bình luận này vào bất kỳ danh mục nào trong các lựa chọn được đưa ra.",35 dồm,others
