time,livestream_id,comment_owner_id,comment,label,category
01:19:16,1692749494215380,100010197106038,Nước tẩy trang về chưa chị,2,grocery
00:53:29,1215130315534371,bich.kim.965,elsa còn mấy đôi chị,2,clothing
00:36:43,1080743766129547,lan.anh.568,Váy bạn mặc mã bao nhiêu thế,2,fnb
02:59:52,972290103174033,100021352189462,Quần chíp nữ xã 88k,3,grocery
01:50:58,355969379011566,100006990165465,Set len,3,others
00:08:22,3267414323365142,100043853132763,2 áo,3,others
00:53:33,1634102536748151,100010188270490,Size L,3,clothing
00:04:17,387685009226528,100037069473493,28.0,3,clothing
00:44:19,2602621196525583,thanhtra.nguyenthi.942,Dép bông dồn,3,grocery
02:22:04,1689196791235502,100002943124171,L,3,others
00:43:47,751843482061256,moi.dinh.771,chị lấy cả bộ,3,clothing
01:47:04,2516136532036162,100012217622668,Phích giữ nhiệt Dồn đơn,3,grocery
01:26:06,998607537312775,chuclinh.nguyen.3914207,Vét sọc,3,others
03:34:36,1506741026185211,nguyen.nhuhang.39,size Á,3,others
2341.0,240701183465730,thuyan.truongngoc.1,Đầm hoa L 0982857471,3,clothing
03:08:59,802582710308077,eric.truong.7165,Quần dài trắng 19kg,3,clothing
03:06:47,633780863965648,nho.cao.9250,Cặp size 4,3,clothing
02:31:09,1957243911080251,100028881678578,Xanh gởi được mới nhé em,3,others
00:49:35,837434880353728,giang.pe.7927,Em 2 bộ 8kg 1 bộ 11kg,3,clothing
00:16:33,415243246181858,100035937400013,1299.0,3,others
7364.0,1447765772281729,huuthuy.nguyenthi,XS,3,others
3929.0,1036337156870950,100031248036571,901084002.0,3,clothing
00:12:19,334551011003880,100023044842354,X1,3,others
02:01:03,3142193629209740,100028362934684,Thảm hoàng gia dồn,3,grocery
00:21:35,805307613564563,100005935180864,Màu đỏ,3,clothing
00:34:09,3250251498429809,lan.mai.35574,Trắng L,3,clothing
00:12:01,351578039478451,minhtrang.do.37,Bé 27 ký nha shop,3,clothing
02:53:46,776258762927784,huong.ha.5492216,61.0,3,fnb
00:50:51,3409347015845727,hangoi.busi,khoác da QC 285k2,3,others
01:27:51,724326321773436,100042716721601,Nai 9,3,clothing
01:35:49,802582710308077,nhu.tran.7777019,Quần 17 ký,3,clothing
01:03:51,611421356115091,100048769003269,Chị nhụy hoa nghệ tây,3,others
02:22:35,1199466600434166,huyen.vu.52459,Thảm 1k dồn đơn,3,grocery
00:05:38,3227735723997265,vievie.tran,Giá mẫu số  kí thông tin Dồn đơn trưa nay sẽ không dồn tiếp KHÔNG KIỂM HÀNG… Xem thêm,4,clothing
00:01:24,1044605399320731,100041991400257,Đặt hàng Mã Màu Số kí Số ĐTTrên cùng 1 tin nhắn,4,accessory
01:57:21,662002697809551,100037128188063,Hàng tới chị kêu shiper trừ tiền lộn ra nhưng hệ thống shop nói chưa có tin trừ gì bên thảo,4,clothing
00:23:15,1044605399320731,tavinh0987091666,Đặt Hàng Mã Màu số Ký số điện thoại chia sẻ bài Tự chốt Đơn,4,accessory
00:07:11,3581423565298695,tavinh0987091666,Đặt Hàng Mã Màu số điện thoại trên cùng tin nhắn chia sẻ bài 3 lần giá tốt 2,4,accessory
00:02:14,2757221087938910,100041991400257,Chia sẽ mua hàng Giá sỉ Đặt hàng Mã Màu Số  Kí Số  điện thoại Trên cùng 1 tin nhắn,4,accessory
00:36:38,3460768107378238,Huyen.W,Jumb đen lúc chiều nếu có thì đi chung đơn của chị luôn không cần gọi ship luôn em nhé Địa chỉ ship hàng Số 43 đường số 7 Khu dân cư Bình Đăng … Xem thêm,4,others
01:50:26,400810140957468,hoaiphuongmusic,Chị tặng em 30tr1,4,fnb
00:05:33,2868987130089270,100041991400257,Đặt hàng mã sdt trên cùng một tin nhắn 2,4,accessory
146.0,201758594728568,junishop.thoitrangSale,Chốt hàng: Khách mới - Mã + SĐTHotline:0967.673.671… Xem thêm2,4,clothing
0.0,0,nhat.pham,Gửi chiếc nhẫn đó về quận 4 qua shipper nhé,4,accessory
0.0,0,nhat.pham,Chị chọn cái đồng hồ màu đen nhé,4,accessory
00:02:05,675484853403825,100041991400257,Đặt hàng Mã  Màu Số kí Số ĐT trên cùng 1 Tin nhắn 5,4,accessory
01:35:55,567417977156414,100028920736843,Thảm 1m6 135k,4,grocery
00:01:42,407968893709223,100041991400257,Chia sẽ livestream mua hàng giá sỉ Đặt hàng Mã Màu Số Kí Số ĐTTrên cùng 1 tin nhắn,4,accessory
00:01:51,1035056400254341,100041991400257,Đặt hàng Mã Số ĐT Trên cùng 1 tin nhắn nhé,4,accessory
00:02:16,3581423565298695,100041991400257,Đặt hàng Mã Màu Số ĐT Trên cùng 1 tin nhắn,4,accessory
00:14:56,3581423565298695,myphamhongtrang,Đặt Hàng  Mã  Màu  SDT cùng 1 tin nhắn Chia sẻ 3 nhóm giảm giá,4,accessory
0.0,0,nhat.pham,Váy ngắn size S nha chị số điện thoại 0559696696,4,clothing
01:37:03,567417977156414,chon.binhyen.9693,Thảm,4,grocery
03:05:16,665797820990757,100039020081492,Mă 1 soàn dồn đơn trưa,4,accessory
0.0,0,nhat.pham,Chốt đơn X25 nha shop,4,accessory
00:03:28,404075894302649,100041991400257,Chia sẽ mua hàng giá sỉ Đặt hàng MãSô ĐT Số kí trên cùng 1 tin nhắn,4,accessory
00:35:12,528749761102201,100014539205027,Bộ vest đen size M đi chị,4,grocery
00:00:36,1083670332066023,100041991400257,ĐẶT HÀNG MÃ SỐ ĐIỆN THOẠI TRÊN CÙNG 1 TIN NHẮN,4,accessory
00:01:31,3948963528460890,100041991400257,Chia sẽ mua hàng giá sỉ ĐẶT HÀNG MÃ MÀU SỐ KÍ SỐ ĐT TRÊN CÙNG 1 TIN NHẮN 5,4,accessory
00:28:36,998607537312775,ngocthuytrananh,Váy da size L,4,others
00:23:15,2833627223560319,vievie.tran,Khách mới lên đủ thông tin  địa chỉ  sđt  để shop thuận tiện chốt đơn nh aKHÔNG KIỂM HÀNG KHÔNG GỌI CHỐT… Xem thêm,4,clothing
01:23:05,675484853403825,thuy.vo.18062533,1 Màu đen 73ki899,4,accessory
0.0,0,nhat.pham,Em đặt sợi dây chuyền ạ,4,accessory
4418.0,267091954758578,100057559873402,chị ơi đơn em 3 ngày rồi chưa thấy nè,5,clothing
01:30:32,338782950504324,hong.vuong.9809,Em ơi chiều trưa nhận hàng rồi nhưng nước giặt đóng kiểu gì đổ hết của chị,5,grocery
3299.0,674907136555712,thanhvan.nguenthi.9,Đầm trắng hơi ôm,5,others
01:11:00,2996909787027833,thuhoa.pham.1441,Ôi máy sấy chị mới dùng đã cháy không rồi e,5,grocery
00:52:53,414647039703453,Macius992,Hàng ngon không hà,5,fnb
00:00:29,1468922729959939,100009236438121,Bánh tráng trộn cay quá nha,5,fnb
4114.0,267091954758578,100041584774188,em thì hôm chốt rồi mà không thấy nhận nè,5,clothing
00:05:04,1019560975210060,100004568133591,Đặt hàng bên em thấy đọc chốt rồi nhắn tin địa chỉ mà không thấy gửi hàng mấy lần rồi không phải 1 lần,5,clothing
00:06:38,3329546620475800,100008483658332,Nhà chị gửi hàng chậm lắm Em mãi không nhận được hàng Em sắp đổi ý không mua nữa rồi,5,clothing
01:15:45,389197399169836,100024278291464,Đẹp nhưng mà đặt có chốt đơn đâu,5,fnb
01:09:39,1294348610898486,100052263233714,Check inbox giúp chị hàng lỗi dính mực Cám ơn,5,others
00:04:51,1680536838781461,lekieuthao.bui,Đã ăn cơm với ba khía nhà anh ngon tuyệt,5,fnb
7355.0,1036337156870950,kimhai.tran.58152,"Bình sữa cho bé 12 tháng, bình núm mềm, bé không chịu bú bình",5,clothing
00:15:13,387806065792059,sangkim.tran.792,Kem sức thơm thiệt nhưng mắc hơn ngoài còn tốn tiền ship,5,clothing
00:48:47,693291681281035,nuong.my.9275,Em chịu kem bên chị Mẹ em bã mua bên chị T sức lên đụng nước nó trôi hết trơn,5,others
1782.0,1163993930425002,oanh.tranthithu.7,Chị nhắn ship chị đôi ck34 mà không thấy shop trả lời,5,clothing
01:14:28,837085230461446,cherry.oc.1,Shop làm ăn chán ghê Thà đừng gọi chốt,5,clothing
2749.0,448638972983290,100016668221879,Không gửi DHA cho em à,5,clothing
00:33:58,2911367975757843,nguen.thai.311,Em nhận đồ rồi chị mà bộ thu đông bé gái 17kg mặc chật chị ơi,5,clothing
01:41:47,516904642600747,thi.quang.50,Toàn size bé,5,others
03:30:01,1506741026185211,ny.bun.7503,Kiếm anh ít bao tử nhé,5,others
01:49:35,673063326714005,100012211364408,Mã này có một shop nhái mẫu nhà em hương nhưng chất nhìn không đẹp bằng nhà em hương,5,clothing
00:57:57,662002697809551,idol.thuy.545,Đẹp mà size nhỏ quá,5,clothing
721.0,413989219807266,100045533711705,Chị mua em 4 áo mà chưa nhận được hàng luôn,5,clothing
00:00:03,413806942955766,100014028705888,xài kem này chỉ banh xác không có tiền mua thuốc,5,others
00:56:47,673063326714005,tuyet.truong.566790,Mình mua màu vàng rồi Mặc đẹp ai cũng khen,5,clothing
01:23:42,516904642600747,Meongudong1975,Đẹp quá mà bé,5,others
01:45:56,887880668623203,100055029019218,Size nhỏ quá,5,others
01:34:05,338782950504324,hong.vuong.9809,Chiều chị nhận hàng rồi nhưng nước giặt đóng kiểu gì đổ hết của ch mua hàng rồi nhưng lần này thất vọng quá,5,grocery
680.0,267091954758578,100054061111320,kiểm tra giúp mình sao đơn chốt lâu rồi mà chưa nhận được vậy ạ 0918947276,5,clothing
01:28:30,397793471392635,100034564519555,Đẹp qua,6,others
00:06:08,839474126818971,yumi.thu.520125,Bữa bạn e có đặt phần ăn rồi đúng ngon luôn vị quá OK tôm còn tươi có gạch ở trên đầu nữa,6,fnb
00:25:38,843269506436773,thoa.phan.3388630,Ngon quá,6,fnb
01:14:03,673063326714005,100004236251431,Set kẻ này mặc đẹp cực luôn,6,clothing
02:39:43,690637154923094,myhuong.nguyen.7374,Chị nhận đồ bộ rồi em đẹp lắm,6,accessory
00:37:54,3227735723997265,phung.hoang.7359,Nón em nhận được rồi nón đẹp lắm bé nhà em thích mang hoài,6,clothing
01:02:24,3601520863204847,linh.doan.35728,Em nhận tất nhà chị nha hôm qua rồi Chất lắm chị nè,6,grocery
00:54:18,751843482061256,100040226393688,Hàng đẹp quá,6,clothing
01:26:30,2996909787027833,khang.quy,Dùng viên phụ khoa nhà chị thích lắm,6,grocery
00:44:47,2770741409912941,kieutien.vo.545,Em nhận được ba khía anh ơi  chị em ăn khen quá trời rồi thấy hình anh nói của diễn viên làm là ngon rồi kkk,6,fnb
00:53:35,3008933755874703,tam.lethi.9022,Màu vàng của em bán đẹp quá,6,accessory
02:10:19,377386860281536,nguyen.bube.7,Em thích mẫu nhỏ nhỏ á chị,6,accessory
01:11:02,1083090158802271,phale.nguyen.33865,Chị mới nhận đồng hồ nè em,6,grocery
02:23:45,387806065792059,100036611435370,Túi xách bữa trước chị nhận được rồi đẹp lắm,6,clothing
02:24:17,653010935365073,100054508473095,Mẫu đó đẹp quá,6,others
02:25:16,389197399169836,100043203562786,Đồ đẹp quá,6,fnb
01:05:17,673063326714005,phuongphandangluu,Mình nhận được mẫu này rồi Rất đẹp,6,clothing
02:21:03,2293655107592149,100036642466489,Đẹp quá,6,grocery
02:09:32,814947549022331,uyen.hoang.7739814,Không biết bao giờ nhà mình mới đi hết giày và xài hết đồ của nhà em NA bán nữa Hihiiii Toàn hàng chất Chất lừ Kakaa,6,grocery
01:06:01,414647039703453,100004298299118,Chị mới vừa nhận được nửa ký da cá hồi nè em lẹ ghê hihi,6,fnb
00:35:30,1390241488034112,100007409408234,Hôm nay túi đẹp quá,6,others
02:11:49,377386860281536,100037089368869,giày đẹp lắm em,6,accessory
01:51:06,385057072577883,thinhuy.nguyen.52687,Toàn hàng đẹp không thôi xem cũng ghiền luôn,6,others
01:07:28,567417977156414,100009998384632,Mình nhận được túi xách rồi nhé Đẹp lắm,6,grocery
01:36:53,990495858053381,huong.ngothibich.3,Đầm này đẹp lắm chị mua rồi,6,clothing
01:23:06,2683233201899639,100031670844302,Mấy bé trên dễ thương quá,6,fnb
01:27:27,1390241488034112,mei.meimei.73744,Em ơi chị nhận được đồ rồi đẹp lắm chị cảm ơn em,6,others
00:23:57,372717464031795,100030757502848,hôm nay hàng đẹp bán rẻ mà ai mở hàng e Mi buồn thế,6,others
01:52:55,1199466600434166,pham.na.125,Chăn của em quá đẹp,6,grocery
00:01:12,384276629480882,vo.diep.94801116,Bộ đồ mặc đẹp quá,6,others
10381.0,712678516299037,kieudung.maithi.9,Chị xã Jum giùm e,7,others
6522.0,373207977357438,thanh.lieu.1466,Xả giùm chị nhé,7,clothing
02:51:45,1643464192507206,lanh.do.906,Huỷ B40,7,others
5318.0,240701183465730,honghanh232,Cho tớ hủy váy đen xs nhé tớ 40kg sợ rộng,7,clothing
9691.0,712678516299037,pe.ngan.39545464,Cho em xả túi ra nha chị,7,others
00:27:59,2801775056812603,100024951160372,Hủy xã 77,7,others
01:37:15,2801775056812603,giau.nailngoc,Hàng hiệu phi công bỏ cái phi công trước nha,7,others
10290.0,712678516299037,100004906244289,"Jum hở lưng, chị ko mặc được, xã dùm chị nha",7,others
10549.0,712678516299037,100004906244289,Xã jum xanh dùm chị nha,7,others
01:43:56,1034987790313173,ngoc.lee.142,Trời ơi đẹp quá,7,others
13288.0,712678516299037,viet.hong.39982,"Xả rum cho chị, chị sợ 60kg chật nhé",7,others
11489.0,161643432327824,100009503454600,Thôi chị huỷ luôn nhé,7,others
03:24:25,724454044827094,pun.copemiu,Huỷ 33,7,others
03:13:44,1643464192507206,dinh.nga.581730,Chị xả b21 nha em,7,others
10717.0,712678516299037,100028166568691,"Xả Jum hồi nãy dùm chị nha Linh, phía sau hở chị mặc không được.",7,others
02:51:45,1643464192507206,lanh.do.906,Huỷ B40,7,others
10641.0,712678516299037,100004906244289,Xã jum xanh dùm chị nha,7,others
9743.0,712678516299037,pe.ngan.39545464,Xã túi dum em nhé c,7,others
11301.0,712678516299037,100027481832070,Thôi xả jum quần dài nha,7,others
11669.0,712678516299037,100006446613792,Chị xả quần em nhé. Chị 56 cân không vừa,7,others
01:32:39,939401219884268,100019740609685,Chị không lấy đầm nhé em vãi hơi mỏng,7,others
11649.0,161643432327824,100009503454600,Chị huỷ đơn giày e nha. Chị đặt bên shop khác rùi,7,others
11744.0,712678516299037,100014082121287,Xả giúp chị cái jum . Chị sợ chật ... sorry,7,others
9240.0,712678516299037,leuyen.leuyen.90,Vậy em xã chị nha sorry em,7,others
10423.0,712678516299037,100004906244289,"Chị xã dùm L màu xanh nha, hở lưng chị không mặc được nè, cảm ơn em",7,others
00:28:05,3460768107378238,lin.huynh.35380,Em gái ơi hủy Tuyet Linh dùm chị nha Chị nghe tên đọc rồi,7,others
02:24:39,2754940854765552,thu.huong.3705,xã sét váy nhung chị nhé,7,others
8455.0,240701183465730,lai.vo.90,Ui. Vậy chốt cho bạn khác giúp mình nhé.,7,clothing
01:27:57,3456796961066298,pham.vi.39,chị huỷ bbr nha,7,others
01:55:43,723990141872796,100053282480990,Hủy mã D1,7,others
