y_true,y_pred,y_text,content,category
1,3,"Đáp án: 3. Chọn thông số cho sản phẩm.
Giải thích: Bình luận ""Tặng 839"" có thể được hiểu là người viết đang đề xuất hoặc yêu cầu rằng sản phẩm được tặng kèm một phụ kiện, một chi tiết nào đó có mã số hoặc giá trị là 839. Do đó, đây là việc chọn thông số cho sản phẩm và đáp án là 3.",Tặng 839,clothing
1,3,"Đáp án: 3. Chọn thông số cho sản phẩm.
Giải thích: Bình luận ""94.0"" có thể được hiểu là người viết đang yêu cầu hoặc đề xuất rằng sản phẩm có một thông số nào đó là 94.0. Do đó, đây là việc chọn thông số cho sản phẩm và đáp án là 3.",94.0,clothing
1,2,"Đáp án: 2. Đặt câu hỏi hoặc đang thắc mắc.
Giải thích: Bình luận ""Tặng 3 50k 626"" có thể khó hiểu và không có nghĩa rõ ràng. Người viết có thể đang đặt câu hỏi hoặc thắc mắc về sản phẩm, hoặc yêu cầu thêm thông tin về chương trình khuyến mãi, vì vậy đáp án là 2.",Tặng 3 50k 626,others
1,1,"Đáp án: 1. Tag tên riêng hoặc chia sẻ bài.
Giải thích: Bình luận ""Kim Oanh"" có thể là tên của một người, hoặc là tên của chủ shop. Người viết có thể đang tag tên riêng hoặc chia sẻ bài của người đó để giới thiệu sản phẩm, vì vậy đáp án là 1.",Kim Oanh,others
1,1,"Đáp án: 1.
Giải thích: Bình luận này là việc tag tên riêng người dùng ""Bui Thanh Binh"".",Bui Thanh Binh,clothing
1,1,"Đáp án: 1.
Giải thích: Bình luận này tag tên riêng của ba người là ""Lê Thanh Tra"", ""Ivy Terexa"" và ""Lê Thanh Tra Ivy Terexa"". Do đó, bình luận này được sử dụng để nhắc đến hoặc gọi tên các người này trong livestream bán hàng.",Lê Thanh Tra Ivy Terexa,others
1,3,"Đáp án: 3.
Giải thích:
Bình luận ""Tặng 507"" có chứa thông số ""507"", có thể liên quan đến sản phẩm được bán trong livestream. Do đó, đây là một trường hợp chọn thông số cho sản phẩm.",Tặng 507,clothing
1,0,"Đáp án: 0.
Giải thích: Bình luận của ""Phong Thư Thư"" không cung cấp đủ thông tin để phân loại là tag tên riêng, đặt câu hỏi, chọn thông số hay thể hiện sự thích thú đối với sản phẩm. Do đó, đáp án là 0.",Phong Thư Thư,grocery
1,0,Error occurred,VIP 50k 235,others
1,3,"Đáp án: 3.
Giải thích:
Bình luận ""Tặng 2 50k 644"" có vẻ như là người bình luận đang muốn chọn thông số cho sản phẩm. ""Tặng 2"" có thể là một ưu đãi hoặc gói khuyến mại nào đó, trong khi ""50k"" và ""644"" có thể là các thông số kỹ thuật hoặc mức giá của sản phẩm. Tuy nhiên, không có đủ thông tin để xác định chính xác ý nghĩa của bình luận này.",Tặng 2 50k 644,others
2,2,"Đáp án: 2.
Giải thích:
Bình luận ""Ngọc à lên đôi giày nam đen đỏ phía trong đi"" có vẻ như là người bình luận đang đặt câu hỏi hoặc thắc mắc về sản phẩm. Tuy nhiên, câu bình luận này thiếu thông tin để xác định chính xác ý nghĩa của nó. Người bình luận có thể đang hỏi về thông số kỹ thuật, giá cả, hoặc vị trí của sản phẩm trong cửa hàng.",Ngọc à lên đôi giày nam đen đỏ phía trong đi,grocery
2,2,"Đáp án: 2.
Bình luận ""Bao nhiêu ạ"" là câu hỏi về giá sản phẩm, người dùng đang thắc mắc về giá cả của sản phẩm và muốn biết giá để quyết định mua hay không mua.",Bao nhiêu ạ,clothing
2,2,"Đáp án: 2.
Bình luận ""Còn dầu gội bưởi không em"" là câu hỏi về sản phẩm, người dùng đang thắc mắc xem sản phẩm dầu gội bưởi có còn trong kho hàng hay không. Câu hỏi này không phải là đặt câu hỏi về giá cả hay chọn thông số sản phẩm, cũng không phải là thể hiện sự thích sản phẩm.",Còn dầu gội bưởi không em,grocery
2,2,"Đáp án: 2.
Giải thích:
Bình luận này đang yêu cầu người bán chụp màn hình và gửi tin nhắn riêng cho người bình luận. Vì vậy, đây là một câu hỏi hoặc yêu cầu thêm thông tin về sản phẩm.",Em chụp màn hình gửi inbox nha chị,others
2,2,"Đáp án: 2.
Giải thích:
Bình luận này đang yêu cầu thông tin về sản phẩm, cụ thể là sản phẩm có bán bàn chải đánh răng hay không. Vì vậy, đây là một câu hỏi hoặc yêu cầu thêm thông tin về sản phẩm.",Có bàn chải đánh răng không Chi,grocery
